licenseNumber,legalName,licenseType,Address,licenseExpiryDate,zip,phone,email,hours
GAAA-5D15-E1O6,SUNNY GOLD FLOWER LLC,Grower,"29757 US HIGHWAY 70, Ringling, Jefferson",2023-08-05,73456,(405) 827-0813,sunnygoldflower@gmail.com,
GAAA-F4I1-DGH3,SUNQ GROUP LLC,Grower,"1129 POWELL RD, SULPHUR, Murray",2024-03-09,73086,(347) 606-8152,sunqgroupllc@gmail.com,9-5
PAAA-V1JS-FGZW,SUNSHINE LABS LLC,Processor,", Oklahoma city, Oklahoma",2025-01-10,73128,9185579998,algomafarmsok@gmail.com,8am-5pm
GAAA-DAG8-UBM4,SUPER ANG LLC,Grower,"21481 BAILEY RD, SPIRO, Le Flore",2023-05-16,74959-3761,9183154082,angkeovilavong@yahoo.com,8-5
PAAA-KCGU-7WBX,SUPERIOR ORGANICS LLC,Processor,", OKMULGEE, Okmulgee",2024-01-03,74447,(713) 398-3310,superiororganicsusa@gmail.com,9-5
GAAA-FAI1-LB8S,SUPERIOR ORGANICS' OPERATIONS LLC,Grower,", TULSA, Tulsa",2024-01-03,74120,(713) 398-3310,superiororganicsusa@gmail.com,9-5
GAAA-O73W-5VET,SUPREME GROW LLC,Grower,"2291 COUNTY ROAD 1440, ALEX, Grady",2023-08-19,73002,(646) 226-3999,supremegrowllc@gmail.com,N/A
GAAA-9CBO-03DT,"SUSIB, LLC",Grower,", Waurika, Jefferson",2024-02-16,73573,(406) 209-1919,pavke@yahoo.com,8-5
GAAA-MT1W-L5WH,"SV GREEN DREAMS, LLC",Grower,", HOWE, Le Flore",2023-07-28,74940-0000,6512390576,sytvang@gmail.com,M-F 9-5 or as needed for company operations
GAAA-3LIM-L6M3,"SWEET HOME CANNABIS NURSERY, LLC",Grower,", Chandler, Lincoln",2024-02-22,74834,(405) 408-9425,mequealcaldwell@shcnllc.com,N/A
GAAI-9PB5-8CKJ,SWEET PERFUME LLC,Grower Indoor,", Weleetka, Okfuskee",2024-07-29,74880,(580) 509-9089,dstill992@gmail.com,9:00am to 5:00pm
PAAA-4JOU-VNAH,"SWEET SAP EXTRACTS, LLC",Processor,", HARRAH, Oklahoma",2024-01-03,73045,4056266616,jhenson@sweetsapextracts.com,8am-5pm mon-fri
GAAI-8A7A-EM46,SWEET TOMATO INC,Grower Indoor,"15095 168TH ST, LEXINGTON, Cleveland",2024-07-19,73051,(513) 898-0213,sweettomatoinc@gmail.com,09:00am-05:00pm m-f
GAAI-YNHI-2WJL,SWEETLEAF GROW HOUSE,Grower Indoor,"8145 E 590 RD, CATOOSA, Rogers",2024-11-23,74015-6421,9182699386,sweetleafgrowing@gmail.com,8-5
PAAA-6Z8K-CJRM,SWISHER'S TWISTED 420 LLC,Processor,"108 S BROADWAY, BEGGS, Okmulgee",2024-02-13,74421,(918) 607-3090,thetwistedtumbleweedcorp@gmail.com,Nights and weekends/ some days
GAAA-DN0B-TQK3,Sa High LLC,Grower,"441379 E 180 RD, BLUEJACKET, Craig",2024-03-08,74333-4313,(918) 361-6961,sahighllc@gmail.com,9am-5pm
GAAA-TRCP-VIMF,Safe Earth Cannabis LLC,Grower,"8515 N 2010 RD, LEEDEY, Roger Mills",2023-12-07,73654-5003,4056418662,randycarlsmith111@gmail.com,Monday - Sunday 12 am to 12 pm
GAAA-EJUG-XEKC,"Saffire, LLC",Grower,"14001 PLEASANT RIDGE RD, JONES, Oklahoma",2023-10-24,73049-8739,8334263473,lance@saffire.llc,10 a.m - 8 p.m 7 days
DAAA-EJKJ-1YIO,"Sage Cannabis, LLC",Dispensary,"4200 N WESTERN AVE STE A, OKLAHOMA CITY, Oklahoma",2023-10-05,73118,4056019560,sagewellnessokc@gmail.com,10 AM - 10 PM
GAAA-FWVE-EHE0,Salem Green LLC,Grower,"12196 RED ROCK AVE, BYARS, McClain",2023-11-27,74831-7607,4058819805,salemgreenllc@yandex.com,10am-5pm
DAAA-FQVQ-52LJ,Sallisaw Natural Health LLC,Dispensary,"456 W RUTH AVE, SALLISAW, Sequoyah",2024-10-24,74955-6872,9185034053,sallisawnaturalhealth@gmail.com,24/7
GAAA-VTJL-J850,Salome Leal,Grower,", OKLAHOMA CITY, Oklahoma",2024-02-24,73107,(405) 200-3763,courage2grow420@gmail.com,N/A
DAAA-Z3VC-PSJS,"Sampson Cannabis Outlet, LLC",Dispensary,", Hinton, Caddo",2024-02-03,73047,(405) 952-7016,curtis.steffler@gmail.com,9:00 am to 5:00 pm
GAAA-U0N0-575K,Samuel F. Sears,Grower,"150 hickory hill road, pawhuska, Osage",2024-08-17,74056,(620) 330-3439,sears.samuel@gmail.com,N/A
GAAA-WEVM-O0LM,Samurai Smoke LLP,Grower,"5 E HARRISON AVE, MCALESTER, Pittsburg",2023-10-31,74501-3905,(310) 570-5637,amyjackson150@gmail.com,9am-5pm
DAAA-VXSO-QKS2,Sandica Supply LLC,Dispensary,", Broken Arrow, Tulsa",2024-11-22,74012,1 (918) 932-3003,cabbott@gcsreliable.com,N/A
GAAI-HVMS-WAC7,Sandsprings Blossoms LLC,Grower Indoor,"1112 E. Charles Page Blvd., Sand Springs, Tulsa",2025-05-04,74063,(918) 908-3999,1112echarles@gmail.com,8-4
GAAI-GXUV-FU4N,"Sandy Creek CC, LLC",Grower Indoor,"1319 SANDY CREEK DR, ADA, Pontotoc",2024-10-09,74820-9300,5803997619,trkanuch@gmail.com,8AM-5PM
GAAA-SW3Q-Y59T,Sandy Creek Investments LLC,Grower,"915 COUNTY RD, DAVIS, Murray",2023-09-15,73030-9310,5806771379,sandycreekfarms915@gmail.com,8:00 am to 8:00 pm
PAAA-UOL1-PCG0,"Santanabis, LLC.",Processor,"2219 South Main Avenue, Goldsby, McClain",2024-03-02,73093,(719) 776-0273,p.santana0721@yahoo.com,9AM-5PM
GAAA-GCF7-HV1E,"Sanuk Farm, LLC",Grower,"23440 445TH Street, Heavener, Le Flore",2024-05-25,74937,(318) 918-2110,sanukfarm@gmail.com,N/A
GAAA-OMWF-G72R,Sap Green LLC,Grower,", Konawa, Seminole",2024-05-17,74849,(916) 831-9768,sapgreenllc@gmail.com,9am-5pm
GAAA-4WKZ-AIJ0,Sat Cultivation LLC,Grower,", Lane, Atoka",2023-12-04,74555-3022,(404) 618-8929,sataphu7@gmail.com,8am -5pm
GAAI-SSAN-UIVK,"Saturn Farms, LLC",Grower Indoor,", COLLINSVILLE, Tulsa",2025-01-12,74021-3916,(918) 809-2333,robbhopper@gmail.com,12:00 a.m. to 11:59 p.m.
GAAA-WKBB-OXVY,"Sauce Boys, LLC",Grower,"12670 S HIGHWAY 48, BRISTOW, Creek",2023-08-29,74010,(479) 264-6260,sauceboysok@yahoo.com,
PAAA-HKCU-73CM,"Sauce Boys, LLC",Processor,"12670 S Hwy 48, Bristow, Creek",2024-01-09,74010,(479) 264-6260,sauceboysok@yahoo.com,08:00 a.m. - 10:00 p.m.
PAAA-WWOX-EWLP,Savage Buds LLC,Processor,", OKLAHOMA CITY, Oklahoma",2024-08-28,73106-3004,(405) 213-3655,ashsell33@yahoo.com,8-5
GAAA-EYPS-ARYF,Savage Life Growers LLC,Grower,", STUART, Hughes",2023-07-20,74570-5522,4056275018,savagelifegrowers@gmail.com,M-F 9-5 or needed for grow operations
DAAA-NOM1-427E,Savage Mountain Cannabis Company LLC,Dispensary,"806 Roosevelt avenue, Stuart, Hughes",2024-10-11,74570,(405) 423-1699,savagemountaincc2020@gmail.com,10am- 10pm
PAAA-EJD8-CJZR,"Savage Mountain Cannabis Company, LLC",Processor,"4590 OAK RDG, STUART, Hughes",2024-03-10,74570,(405) 627-5018,mikejonesjr32@gmail.com,m-f 10-6
GAAA-V1U0-CXYV,"Savage Mountain Cannabis Company, LLC",Grower,"4590 OAK RDG, STUART, Hughes",2024-03-31,74570,(405) 627-5018,mikejonesjr32@gmail.com,M-F 9-5 or as needed for grow operations
GAAA-NYB1-4RT8,Savage Organics LLC,Grower,"40050 W 201ST ST S, BRISTOW, Creek",2023-09-16,74010-8513,5416049548,jccholdings.ok@gmail.com,6am-10pm
GAAA-NKC6-DMND,SawOaks CannaFarm LLC,Grower,", CRESCENT, Logan",2023-05-12,73028,4057082398,sales@sawoakscannafarm.com,8-6
DAAA-RZJY-IREY,Scalable Farms,Dispensary,", Lindsay, Garvin",2024-01-23,73052,(405) 428-7170,zack@scalablefarms.com,1pm-11pm
GAAA-UODW-XZQC,Scalable Farms LLC,Grower,"18415 N COUNTY ROAD 3010, LINDSAY, Garvin",2023-12-26,73052-4001,4054287170,zack@scalablefarms.com,9am-9pm
DAAA-E1T0-VJOM,"Scalable Farms, LLC",Dispensary,", LINDSAY, Garvin",2023-11-28,73052-5619,4054287170,zack@scalablefarms.com,9am-9pm
PAAA-NJKL-ZLOX,"Scalable Farms, LLC",Processor,", LINDSAY, Garvin",2024-11-28,73052-4001,4054287170,zackworthey@gmail.com,9am-5pm
GAAA-XCOX-C57X,Scientific Farms LLC,Grower,", GUTHRIE, Logan",2023-08-15,73044,4054300162,quadrant3@yahoo.com,9-5
GAAA-X8BS-VFXE,"Scissor Tail Consulting, LLC",Grower,"62256 ALINE RD, HELENA, Alfalfa",2024-04-07,73741-4150,8178765814,devinpaine@gmail.com,8-5
LAAA-LHYW-6BUV,"Scissortail Laboratory, LLC",Testing Laboratory,"2408 NW 10TH ST, OKLAHOMA CITY, Oklahoma",2025-02-24,73107-5618,4057880247,info@scissortaillabs.com,9 am - 6 pm
LAAA-GUR1-7B5I,"Scissortail Laboratory, LLC",Testing Laboratory,"6307 East 13th Street South, Tulsa, Tulsa",2024-12-18,74112,(405) 788-0247,info@scissortaillabs.com,9 am - 6 pm
PAAA-NJG6-ZBMH,Scissortail Seed Company,Processor,", EDMOND, Logan",2023-12-25,73034-8539,3037045330,giddysfarmoffice@gmail.com,10 AM - 10 PM
GAAA-NYLF-WXKN,Scissortail Seed Company,Grower,", EDMOND, Logan",2024-01-12,73034-8539,3037045330,giddysfarmoffice@gmail.com,10am - 7 pm
DAAA-NYIL-RNWD,Scott Cunningham Enterprises LLC,Dispensary,"202 E BLACKWELL AVE, BLACKWELL, Kay",2023-10-19,74631-2910,(580) 761-4673,scottcunn@icloud.com,m-s 10-8
DAAA-NKGV-KDCD,Scott Stahl and Shelly Stahl,Dispensary,"320 N Commerce St, Ardmore, Carter",2024-02-14,73401,(580) 220-8883,purewellnessardmore@gmail.com,MON THRU FRI 9am - 7pm SAT 9am - 4pm
GAAA-2YAX-9BR1,Scott's Green LLC,Grower,", SEMINOLE, Seminole",2023-09-21,74868-6502,(405) 600-4721,scottsgreenllc2024@gmail.com,8:00am-8:00pm
GAAA-M1ES-Q17K,Scratchout Growers,Grower,"101942 S 4705 Rd, Muldrow, Sequoyah",2023-07-18,74948,9185756651,scratchoutgrowers@gmail.com,10am-2pm
PAAA-NJT9-CQN4,"Sea Biscuit, LLC",Processor,", STRATFORD, McClain",2023-11-07,74872-4023,(214) 300-5116,sean@lefthand.supply,
GAAA-VKJF-MUIP,Sea Jelly Farms LLC,Grower,", CEMENT, Caddo",2024-04-03,73017-9276,(405) 371-8491,seajellyfarms@gmail.com,M-F 9 am to 5 pm
GAAA-0PIG-MH1L,SeaCal Farm LLC,Grower,", SEMINOLE, Seminole",2023-09-30,74868,(206) 355-7370,seacalfarmllc@gmail.com,M-F/9am-5pm
GAAA-YCLL-BWWP,Seabird Enterprises LLC,Grower,", COLCORD, Delaware",2023-10-17,74338-3483,(405) 434-8860,ladyhempfinesse@gmail.com,11:00 am to 9:00 PM
GAAA-NKK7-HVWB,Select Growing LLC,Grower,", DURANT, Bryan",2023-11-13,74701-6753,4054584429,compliance@legacycult.com,10-6
PAAA-41I3-DDFC,Selective Attention Extracts LLC,Processor,"951 N MAIN ST, LEXINGTON, Cleveland",2023-08-29,73051-9061,(940) 999-3561,josh@twistedroo.com,9-5
GAAI-Y4DG-8LOV,SenSei OKtaha LLC,Grower Indoor,", Oktaha, Muskogee",2024-10-19,74450,(918) 639-5695,senseioktaha@gmail.com,M - F 10:00 a.m. to 4:00 p.m.
GAAA-5LUY-ENR7,"Sensimilla, LLC.",Grower,"2718 P ST NW, MIAMI, Ottawa",2024-01-09,74354-2223,9189611449,sensimillafarm@yahoo.com,9:00 AM- 5:00 PM
DAAA-VIFA-V8MZ,Septrain LLC,Dispensary,"307 Blake Dr, Wagoner, Wagoner",2024-02-24,74467,(918) 201-4128,healopt@yahoo.com,9am to 8pm
DAAA-V1OI-MPVY,"Sequoyah Green, LLC",Dispensary,"720 STATELINE RD, COLCORD, Delaware",2024-03-13,74338-1346,9182269023,seqgreen@gmail.com,10-8 Every Day
PAAA-SUID-B4RR,"Serene Sunset Processing, LLC",Processor,", Claremore, Rogers",2025-05-13,74017,(832) 904-0330,sana.a.irshad@gmail.com,8-5
GAAA-EJAJ-KJWI,Sertechnics Royal Garden LLC,Grower,", DEWEY, Washington",2023-11-28,74029-4027,1 (561) 668-3960,sertechnicsrg@gmail.com,6am- 11pm
DAAA-EY6E-AWQY,Seven Star Distributors LLC,Dispensary,", Tulsa, Tulsa",2024-07-26,74110,9189381055,sevenstardistributor@hotmail.com,10am-5pm
GAAA-E1O5-FWDD,"Sewn Genetics, LLC",Grower,", Pauls Valley, Garvin",2023-11-08,73075,(405) 534-4425,tmjrholdings@gmail.com,8:00am to 6:00pm
GAAA-5T9T-0K71,"Sewn Genetics, LLC",Grower,", Pauls Valley, Garvin",2023-12-14,73075,(405) 534-4425,tmjrholdings@gmail.com,8:00am to 6:00pm
GAAA-N62Q-AA8B,"Shaman's Manna, LLC",Grower,", watts, Adair",2023-12-21,74964,(479) 770-4424,shamansmanna@gmail.com,9AM-5PM
GAAI-T6FG-LGFI,"Shamor Farms, Inc.",Grower Indoor,"3900 SW 113TH ST BLDG A, OKLAHOMA CITY, Oklahoma",2024-09-29,73173-8304,2144756821,shamorfarms@gmail.com,9pm-5am
DAAA-Q1X1-S30N,Shanna Jo Todd,Dispensary,"24 N DALTON ST, VALLIANT, McCurtain",2023-12-08,74764-9114,5802126164,trippy0trees@gmail.com,Sun:2pm-6pm. Mon-Sat: 10am-10pm
GAAA-E1DL-Y7YU,Shawn Fincher,Grower,", CANEY, Atoka",2024-05-10,74533-3497,5802392558,shawnfinchersteelbuildings@gmail.com,7am - 3pm. Will be closed from May 10- May 18th for vacation
GAAA-DNO6-YKRR,Shell Branch Farms,Grower,"75514 Hwy 59, Westville, Adair",2023-12-21,74965,(661) 547-2422,jamesshanbrom@hotmail.com,9:00am-5:00pm
DAAA-KC9J-Z3IM,Shell Branch Farms LLC,Dispensary,"75544 Hwy 59, Westville, Adair",2024-03-06,74965,(661) 547-2422,jamesshanbrom@hotmail.com,N/A
GAAA-F5XP-R5EP,Shen Tai Inc,Grower,", SEMINOLE, Seminole",2023-09-27,74868-6908,4054569997,csiservicesokc@gmail.com,10a-5p
GAAA-NYHD-RULO,Sheng Vang Yang,Grower,"15077 E 580 RD, INOLA, Rogers",2024-02-21,74036-5042,9182643247,shengvyang35@gmail.com,8pm-5pm
GAAA-GOYU-DW5F,Shi Evergreen Grower LLC,Grower,", Lindsay, Garvin",2023-06-13,73052,(405) 222-5555,shievergreengrowerllc@outlook.com,10-5
DAAA-DRCK-WQLR,Shirley Jeans House of Dank LLC,Dispensary,"2620 OKLAHOMA AVE, WOODWARD, Woodward",2023-09-27,73801-4010,(580) 334-6662,midwestproductionllc@yahoo.com,10AM-8PM MON-SAT; 12PM-6PM SUNDAY
GAAA-3LYN-5YZW,"Shock Tartz, LLC",Grower,"7043 A-B Highwater Circle, Edmond, Logan",2022-11-03,73034,2252904422,shocktartzokc@gmail.com,Sunday - Saturday 8:00 a.m.- 5:00 p.m.
PAAA-4YV6-TGOW,Short Arrow L.L.C.,Processor,", AFTON, Ottawa",2023-10-19,74331-6279,9182610906,lee.uto@gmail.com,8 am 5pm M-F
GAAA-W6SH-GOAT,Shortstop Farm LLC,Grower,"5503 NW 50TH ST, OKLAHOMA CITY, Oklahoma",2023-06-15,73122-5285,(405) 506-0366,shortstopfarm@gmail.com,9-7
GAAA-VYM2-NGIO,Showdown Enterprises LLC,Grower,", EDMOND, Oklahoma",2023-05-12,73003-3209,(248) 924-8437,david@altvm.com,11am-7pm Monday-Friday.
PAAA-VYVR-KGIU,Showdown Enterprises LLC,Processor,", EDMOND, Oklahoma",2024-05-12,73003-3209,(248) 924-8437,david@altvm.com,9-5 M-F
DAAA-4K9F-Q4UK,Showdown Enterprises LLC,Dispensary,", EDMOND, Oklahoma",2024-12-26,73003-3209,(405) 394-8501,david@altvm.com,8am- 8pm
GAAA-Q9R6-INGJ,Shubhana LLC,Grower,", NOBLE, Cleveland",2023-02-18,73068-7600,(405) 541-1783,thapamonish0@gmail.com,24 hrs
GAAA-1TTW-GS83,"Shun An, LLC",Grower,", Weatherford, Custer",2023-09-20,73096,(405) 402-7240,shunanokc@gmail.com,N/A
GAAA-VOA9-2HX0,Shunfang OK LLC,Grower,"38172 COUNTY STREET 2700, ANADARKO, Caddo",2023-12-04,73005,9172084159,andyhachen3399@gmail.com,8am - 5pm
GAAA-OEF6-ZXXF,Shunyi Green LLC,Grower,", PURCELL, McClain",2023-09-15,73080,6265377081,shunyigreenllc@gmail.com,8:00am-8:00pm
GAAA-B5OO-ZVXG,Siame Crystal Ranch LLC,Grower,", Chelsea, Rogers",2023-07-14,74016,(918) 244-0156,skbuffalo.ok@gmx.com,8-5pm
GAAA-3FXU-4VGV,Sieminole Cultivation LLC,Grower,"12669 NS 3520, SEMINOLE, Seminole",2024-05-30,74868-5850,4056377970,sieminolecultivation@gmail.com,8-5
GAAI-2PS0-UOWI,Silkworm Cultivation Inc,Grower Indoor,", SEMINOLE, Seminole",2024-09-24,74868-6534,4056330039,csiservicesokc@gmail.com,10a-8p
GAAA-ZH0N-0VNW,Silva Cannabis LLC,Grower,", Sallisaw, Sequoyah",2024-01-09,74955,(918) 235-7443,silva100ruben@gmail.com,N/A
GAAA-RKWW-KUAJ,Silver Fox Grove LLC,Grower,"1015 N Union RD SUIT B, Stillwater, Payne",2023-10-27,74075,(405) 612-5329,silverfoxgrovellc@gmail.com,10
GAAA-FB9H-SDJL,"Silver Leaf Farms, LLC",Grower,", TULSA, Tulsa",2023-11-02,74127-8031,9189911561,slfok@yahoo.com,8-5
GAAI-MEWZ-PXWE,Simple Life LLC,Grower Indoor,", Catoosa, Wagoner",2024-11-29,74015,8173664373,shariphelps@gmail.com,9-4
DAAA-YL3U-65C3,Simple Organics OK LLC,Dispensary,", Edmond, Oklahoma",2025-05-28,73012,(405) 225-2300,jwells@jdwellslaw.com,N/A
GAAA-AULG-UZOI,Simple Organics OK LLC,Grower,", Edmond, Oklahoma",2025-05-28,73012,(701) 721-9717,rileyc26@gmail.com,N/A
PAAA-RFMD-0KTF,Simplicity Processing LLC,Processor,"27825 ORION RD, WASHINGTON, McClain",2024-05-31,73093-4618,4055507401,brochoss@me.com,10-5
PAAA-RC2N-7ASR,"Simply Cultivation, LLC",Processor,"9749 E 54TH ST, TULSA, Tulsa",2024-10-13,74146-5716,(516) 643-4004,parasc26@gmail.com,
GAAA-6E4A-CXTP,"Simply Cultivation, LLC",Grower,", TULSA, Tulsa",2024-01-12,74146-5716,(516) 643-4004,paras@thebodegaboyz.com,
PAAA-N1K4-NRFY,"Simply Green Extracts, LLC",Processor,", Stillwater, Payne",2023-11-01,74074,(405) 876-7100,lambertproperties704@gmail.com,Monday-Friday 11:00am-5:00pm
DAAA-VKXS-3MHA,Simply Green Farmacy LLC,Dispensary,", STILLWATER, Payne",2023-12-11,74075,4055640516,will@livesgf.com,Mon-Sat: 10am-8pm; Sunday: 12pm-6pm
GAAA-E1VR-C73T,Simply Green Farms LLC,Grower,", STILLWATER, Payne",2023-10-24,74074,(405) 876-7100,will@livesgf.com,Monday-Friday 11:00am-5:00pm
DAAA-OSXD-LDXV,Simply Grow Pharms LLC,Dispensary,"17315 LAKE ST, COALGATE, Coal",2023-08-09,74538-5026,5809275222,billing@simplygrowllc.com,10-7
DAAA-NK3S-7QCY,Simply Plus Fire LLC,Dispensary,", Bartlesville, Washington",2023-12-23,74006,(918) 986-6706,simplyplusfire@hotmail.com,N/A
GAAA-0IXG-0IOM,"Simply Southern Buds, LLC",Grower,"920 N 204TH ST W., HASKELL, Muskogee",2024-02-01,74436,9186930626,simplysouthernbuds@gmail.com,7am - 7pm
DAAA-ZECL-1XWX,"Simply Toke, LLC",Dispensary,", TULSA, Tulsa",2024-05-24,74110-2535,(516) 643-4004,paras@thebodegaboyz.com,
GAAA-NKMW-49VY,Sinon Enterprises Incorporated,Grower,", GUTHRIE, Logan",2023-12-07,73044,4052601661,esinon@att.net,7am - 5 pm
GAAA-4Y2B-M4YV,Sinsemillion LC,Grower,", Lone Grove, Carter",2023-12-12,73443,4059028646,420@blacksunshinepharmz.com,8:00 am - 8:00 pm
GAAA-NKKN-OOCB,Sirius Research LLC,Grower,", OKLAHOMA CITY, Oklahoma",2023-12-27,73106-7405,4054028063,vince@siriusresearchllc.com,10-4 m-f
DAAA-N1WO-TUZI,Six Two State LLC,Dispensary,"1354 S MUSKOGEE AVE, TAHLEQUAH, Cherokee",2024-10-18,74464-5216,9185064600,sixtwostatellc@gmail.com,"Sun 11-8, Mon-Thur 10-9, Fri-Sat 10-10"
PAAA-YX9O-0FBW,Skiatoke Extracts LLC,Processor,", SKIATOOK, Osage",2024-03-10,74070-3916,8327691128,dakota.owen91@yahoo.com,9-5 m-f
DAAA-TZM4-URNO,Skipperz Smokehouse,Dispensary,"11290 W 51ST ST S, SAND SPRINGS, Tulsa",2022-12-13,74063-3136,9186718669,skip@circlewwhitetails.com,10am-8pm
GAAA-VYQW-ZYFM,Skunk Bunch LLC,Grower,"8201 N MEMORIAL DR, OWASSO, Tulsa",2024-04-13,74055-6928,(918) 638-8240,kimmied6967@gmail.com,8-5
PAAA-LX9P-2JVW,Skunk Hollow Farms LLC,Processor,"4235 E 2070 Rd, Swink, Choctaw",2023-12-18,74761-0106,5807431190,darla@skunkhollowfarms.com,9 a.m. -6 p.m.
GAAA-1GAP-CNGB,Skunk Hollow Farms LLC,Grower,"4235 E 2070 rd, Swink, Choctaw",2022-11-17,74761-9999,5807431190,darla@skunkhollowfarms.com,9 am - 6 pm
PAAA-4JIF-5BGZ,"Skunk, LLC",Processor,", OKLAHOMA CITY, Oklahoma",2024-11-08,73132,9703088539,kindcreation@gmail.com,4pm-2am
GAAI-VY4F-DZZP,"Skunk, LLC",Grower Indoor,", OKLAHOMA CITY, Oklahoma",2024-11-01,73132-4206,9703088539,kindcreation@gmail.com,6pm-2am
GAAA-0WAY-BFTH,"Sky Blossom, LLC",Grower,"367126 E 5700 RD, TERLTON, Pawnee",2023-05-09,74081,(918) 399-8664,skyblossom5700@gmail.com,9am-5pm
GAAA-85VP-O07O,"Sky Dance Ranch, LLC",Grower,"2335 LEO SUN ST, SHAWNEE, Pottawatomie",2023-10-31,74804,(405) 658-5405,skydanceranchllc@outlook.com,M-F 10:00-6:00
DAAA-1J5P-QUIK,"Sky Leaf Cannabis BA, LLC",Dispensary,"1156 N 38th St, Broken Arrow, Wagoner",2023-11-18,74014,(918) 940-4835,sales@skyleafok.com,10am - 10pm
DAAA-NUZ9-AU3R,"Sky Leaf Cannabis, LLC",Dispensary,"5151 S Harvard Ave, Tulsa, Tulsa",2023-09-19,74135,(539) 525-0635,sales@skyleafok.com,10am - 10pm
GAAA-BY7J-9QMW,"Sky'z the Limit, LLC",Grower,", OKLAHOMA CITY, Oklahoma",2023-05-05,73132-5496,4058245803,skyzthelimitokc@gmail.com,12:00 a.m. to 11:59 p.m.
GAAO-8UQX-0LMD,Skyline Gardens LLC,Grower Outdoor,", HENRYETTA, Okmulgee",2024-10-08,74437-5056,(773) 620-1316,pavomaric55@gmail.com,M-F 9-5 or as needed for company operations
PAAA-E1GY-MM0I,Slab Labz LLC,Processor,", STILLWATER, Payne",2023-12-27,74074-8217,9703797083,info@docgreensmmj.com,9-9
DAAA-9EQM-P0RB,Slaughterhouse canna dispensary LLC,Dispensary,", Madill, Marshall",2023-12-13,73446,(720) 387-9059,carlbrouwer0@gmail.com,11am-6PM
GAAA-1N9R-HAKX,Sleepy Head Farms LLC,Grower,"342598 E. 860 Rd, Chandler, Lincoln",2023-12-21,74834,3477810560,carloscarlos2323@gmail.com,8am-6pm
DAAA-TD8D-P0GM,"SlowBurn, LLC",Dispensary,", Hollis, Harmon",2023-12-15,73550,5803187897,slowburndispo@gmail.com,10am-9pm
GAAA-MHJO-25VY,Smather Farms LLC,Grower,", Luther, Oklahoma",2023-07-27,73054,8137327788,johnpmcdonoughiv@gmail.com,8:00 a.m. to 5:00 p.m.
PAAA-UGEQ-HDOM,Smather Farms LLC,Processor,", Luther, Oklahoma",2023-09-30,73054,(813) 732-7788,sweetgrassranchllc@gmail.com,10-5
GAAA-NYO7-TQA2,Smellaz LLC,Grower,", TULSA, Tulsa",2023-06-15,74115,3107200403,alocke00@gmail.com,8:00 am to 5:00 pm
PAAA-KYE5-7XDK,Smellaz LLC,Processor,"2732 N SHERIDAN RD, TULSA, Tulsa",2023-11-15,74115-2313,3107731244,alocke00@gmail.com,8:00 am- 5:00 pm
DAAA-H6EK-WA5T,Smile Group LLC,Dispensary,"112 West Main Street, Norman, Cleveland",2024-10-15,73069,(516) 287-6956,kinneygalani@aol.com,M-Sun 9AM-10PM
GAAA-6HLC-7QG3,"Smiley Farms, LLC",Grower,"1225 West Crusher Road, Coleman, Atoka",2023-02-04,73432,(817) 773-6079,smileyfarmsllc@gmail.com,8am - 5pm
PAAA-45WH-F11S,Smith Cannabis Co,Processor,"3703 Jim Mac Road, Bokchito, Bryan",2024-01-25,74726,(910) 795-3381,mad@biolabglobal.com,N/A
DAAA-6VVL-OYOO,"Smoke Smart, LLC",Dispensary,", Oklahoma City, Oklahoma",2024-09-28,73112,(210) 254-2623,leaflifesecure@gmail.com,N/A
PAAA-OCHO-RVIQ,SmokeKing Inc,Processor,"7726 N OWASSO EXPY, OWASSO, Tulsa",2023-08-14,74055-3393,9123139054,llrheaven@gmail.com,10am-6pm
GAAA-GAJI-HQXL,"Smokehouse Cannabis Farm, LLC",Grower,", WEWOKA, Seminole",2023-09-27,74884,4055840622,smokehousecannabisfarm420@gmail.com,10-4
GAAA-I0CG-PENR,Smokerise LLC,Grower,"396377 W 2400 RD, BARTLESVILLE, Washington",2023-07-31,74006-0224,(918) 644-8463,smokeriseok@gmail.com,8am-5pm
GAAA-V1ZA-BACB,"Smokers Pharm, LLC",Grower,", TULSA, Tulsa",2024-09-08,74145-4513,(210) 421-1978,salikfarmok@gmail.com,10am To 8pm
DAAA-1LH8-VHN1,Smokey's Joint Society,Dispensary,"64260 E. 290 Road, GROVE, Delaware",2024-07-24,74344,(918) 791-3885,wrccgrove@gmail.com,10-6
GAAA-0T4Y-3GM5,Smokin J L.L.C.,Grower,", TALALA, Rogers",2024-02-08,74080-3138,9183130111,smokinj.llc@gmail.com,9-5
PAAA-TJZ1-XZMD,Smokin' Hot Salves LLC,Processor,"4113 S.E. 60th, Lawton, Comanche",2023-09-15,73501,1 (580) 919-2059,ashes1457@gmail.com,By Appointment ONLY
DAAA-ARU5-CVDO,Smoky Dreams Dispensary LLC,Dispensary,"301 S CENTER ST, Grove, Delaware",2024-02-01,74344,9188508414,smokydreams20@gmail.com,10 am - 9 pm
PAAA-VYZZ-ANSD,Smush LLC,Processor,"4208 SW 149TH ST BLDG 3, Oklahoma City, Lincoln",2024-10-16,73170,4056156392,smushokc@gmail.com,"I do not maintain ""Open"" hours, but I am onsite 35hrs a week"
