BusinessName,NumberofReviews,ReviewRating,Phonenumber,Licensenumber,Website,Address,socialmediaLinks
Imagine Construction,14,4.9,(925) 621-0665,904908,https://www.houzz.com/trk/aHR0cDovL3d3dy5pbWFnaW5lY29uc3QuY29t/c6aad3355b7734a43deb99aff2391218/ue/NzY4NTcy/787a353e22f1d1bc7af41e800d5405e1,2157 San Ramon Valley blvdCaliforniaUnited States,"['https://www.facebook.com/ImagineConstruction', 'Imagineconst.com']"
Hill 16 Construction,12,5.0,(408) 594-5024,972262,https://www.houzz.com/trk/aHR0cDovL3d3dy5oaWxsMTZjb25zdHJ1Y3Rpb24uY29t/2af8b3d348b7daf32f1d96e245b7e9e5/ue/MTIxOTY1Mzg/dbf63831409786167fb58a97f6db0dbe,1245 Mandarin DriveCaliforniaUnited States,['http://www.facebook.com/hill16construction']
RBuilder Construction Inc.,6,4.8,(408) 204-2075,976940,https://www.houzz.com/trk/aHR0cDovL1JCdWlsZGVySW5jLmNvbQ/34d4e66772b099748f7792a6379945fb/ue/Mjc2NTg4ODQ/8e6dfc7d00815954f16c20bb86426033,CaliforniaUnited States,"['https://www.facebook.com/RBuilderConstruction/', 'rbuilderinc.com']"
Solid Builders,9,5.0,(669) 278-4444,896826,https://www.houzz.com/trk/aHR0cDovL3d3dy5zb2xpZGJ1aWxkZXJzLm5ldA/1be41ce6bc3643939d40e5ba950a532a/ue/NTA2MzM0MTQ/00ca7ecbc671cca54519534daceb70d4,"123 East San Carlos Street, Suite #524CaliforniaUnited States","['https://www.facebook.com/SolidBuilderz/', 'https://www.solidbuilders.net/']"
Master-V,12,5.0,(415) 845-5424,994804,https://www.houzz.com/trk/aHR0cDovL3d3dy5tYXN0ZXJ2Y29uc3RydWN0aW9uLmNvbQ/6e20f3e02773819363557afe038c5107/ue/MTAxMjE2OTI/ed2d139dd7c5959e0ae79cc21f81ffda,CaliforniaUnited States,"['https://www.facebook.com/sfmasterv', 'https://twitter.com/Masterv415', 'www.mastervconstruction.com']"
MICHAEL BEHAN CONSTRUCTION,5,5.0,(415) 218-9270,789016,https://www.houzz.com/trk/aHR0cHM6Ly9iZWhhbmJ1aWxkZXJzLmNvbQ/6ec2ad9de1efc7c11f5090bdf9a7e7ef/ue/MzE2OTY0NzI/847bbf04d6deb12c2c15b660b92f955c,CaliforniaUnited States,
Taylors Nailers,8,5.0,(925) 464-3795,538276,https://www.houzz.com/trk/aHR0cDovL3RheWxvcnNuYWlsZXJzLmNvbQ/0e85dd773382bc9506d9589ebbaddaac/ue/NDgzOTkwNDY/3ee328560223c94442466bf16f130ed8,CaliforniaUnited States,
DesRosiers Renovations,5,5.0,(408) 781-5049,915021,https://www.houzz.com/trk/aHR0cDovL2Rlc3Jvc2llcnNyZW5vdmF0aW9ucy5jb20/4c3684ecfd313d364fb17ffb30b4ec83/ue/MTY2NjMyOTA/a1a9a7e1ec2e62b4b1b5bea23eb30b18,4745 Snow DriveCaliforniaUnited States,"['https://www.facebook.com/DesrosiersRenovation/', 'www.linkedin.com/in/mathew-desrosiers-b207707', 'DesrosiersRenovations.com']"
"McLaughlin Renovations & Construction, Inc.",8,5.0,(925) 766-6146,529672,https://www.houzz.com/trk/aHR0cDovL21jbGF1Z2hsaW5yZW5vdmF0aW9ucy5jb20vaW5kZXguaHRt/3ed9951b48d4446904cc6ac2890730c7/ue/OTEzNTk5MA/a3b70d8861048172b43e507d36376b0c,CaliforniaUnited States,
QPS Inc.,6,5.0,(925) 387-8076,1018263,https://www.houzz.com/trk/aHR0cHM6Ly93d3cucXBzLmNvbnRyYWN0b3JzLw/b19a71a1afd9d89703b0ac0d191ae650/ue/NzcyMzQ1NTA/fd067175c850d616723c9db72b1caf7f,837 Arnold Dr Suite 8CaliforniaUnited States,"['https://www.facebook.com/QPSinfo', 'https://www.linkedin.com/company/qps-inc-general-contractors/', 'https://www.qps.contractors/']"
Grats Decor Design & Build Inc.,8,5.0,(415) 593-7323,992240,https://www.houzz.com/trk/aHR0cDovL0dyYXRzRGVjb3IuY29t/61b7aaccb1fe800429aa641b5a8edc4e/ue/ODAyMjc0OQ/4cdd40fbd7101d6e50d48d6a1d4d001e,San FranciscoCaliforniaUnited States,
Precision Home Builders Inc.,10,4.9,(831) 531-4783,801480,https://www.houzz.com/trk/aHR0cDovL3ByZWNpc2lvbmhvbWVidWlsZGVycy5uZXQ/0bddb7256f379d6849c4f0af629d2319/ue/MzMzMzM2/9072e022337051e935714fa6a104f3aa,"5610 Scotts Valley Dr, Suite B304CaliforniaUnited States",
Ozzy Construction Inc.,7,5.0,(408) 717-3229,982534,https://www.houzz.com/trk/aHR0cHM6Ly9venp5Y29uc3RydWN0aW9uaW5jLmNvbQ/b1cdb9f2863795c55b9a6c52413ec79a/ue/NDcxMzQ2MjE/a6771c1c61f6bd16037b67065331663a,CaliforniaUnited States,
"James Crist Builders, Inc.",6,5.0,(650) 965-4737,639426,https://www.houzz.com/trk/aHR0cDovL3d3dy5qY3Jpc3RidWlsZGVycy5jb20/fb89f992415036b7da87788215f48a96/ue/MzU3NjQxNQ/1f9651562d59e76b384b36028c98529f,2284 Old Middlefield Way  Suite 9CaliforniaUnited States,
Adney & Sons Construction,14,4.7,(831) 462-9704,381297,https://www.houzz.com/trk/aHR0cDovL2FkbmV5YW5kc29ucy5jb20/f85b28dbd3d768ad0238ed755f0c3228/ue/MTAwMTQ0NTc/eda23e638b70da8d02ce8dc906117a4d,PO Box 366CaliforniaUnited States,['https://www.facebook.com/pages/Adney-Sons-Fine-Woodworking/125249197543103']
G Squared Construction,8,5.0,(925) 255-1493,996323,https://www.houzz.com/trk/aHR0cDovL3d3dy5nc3F1YXJlZGNvbnN0cnVjdGlvbi5jb20/40f0a44502c9457d1c2fe82e8aa6ee44/ue/NDAwMTMyNzY/ae569d6e6c83ecf3e33eded69740e1ef,CaliforniaUnited States,
BetterBuilt Builders,6,5.0,(669) 208-5151,1073075,https://www.houzz.com/trk/aHR0cHM6Ly9iYmJob21lcmVtb2RlbGluZy5jb20/1e45d46240f1b1388da28467dd04a8c5/ue/NzE5MDg4OTY/30f7df58ec4e3a1c2496efc34d96133e,,
Bonny Weil General Contractor,12,4.6,(925) 229-3400,588328,https://www.houzz.com/feed/follower/bonnyweilgeneralcontractor,1155-C Arnold Drive Suite 102CaliforniaUnited States,"['https://www.facebook.com/bwbuild/?ref=aymt_homepage_panel', 'https://www.linkedin.com/in/bonnyweilgeneralcontractor/', 'http://www.bw-build.com/']"
CB Builders Inc.,2,5.0,(831) 535-8705,763656,https://www.houzz.com/trk/aHR0cDovL3d3dy5jYi1idWlsZGVycy5jb20/5269c5cb32438906c5b13dec018b4bc9/ue/OTA3ODM5Mw/d24e47147ade0fbbd984262068e1e6e2,PO Box 8487CaliforniaUnited States,
Campbell Quality Construction,5,5.0,(408) 379-5292,814415,https://www.houzz.com/trk/aHR0cDovL3d3dy5jYW1wYmVsbHF1YWxpdHljb25zdHJ1Y3Rpb24uY29t/d93b2f214de6fca3e327b6a308f6eb81/ue/MjU2NDkxNjM/7a3834f7fe196b56289314f7103ada30,CaliforniaUnited States,"['https://www.facebook.com/cqcbuilder/', 'https://www.instagram.com/campbellqualityconstruction/']"
Wegner Construction Inc,6,5.0,(408) 628-4591,972553,https://www.houzz.com/trk/aHR0cDovL3d3dy53ZWduZXJjb25zdHJ1Y3Rpb24uY29t/0560fcd90e65900891a00d19d47dce6a/ue/Mzc1OTYxNQ/0ffd6f75c9ff4c41af2effa7bd860df5,1384 York AveCaliforniaUnited States,['https://www.facebook.com/pages/Wegner-Construction-Inc/138905629564171']
GBU Construction Development,7,5.0,(650) 746-4686,1052737,https://www.houzz.com/trk/aHR0cDovL3d3dy5nYnVkZXZlbG9wbWVudC5vcmc/d53a5d5841231dff583314347b5ad949/ue/NTY5MDA0ODI/6415fc48c604bf86aa35b2df7c63b58a,601 Van Ness Ave #622CaliforniaUnited States,['https://www.facebook.com/GBUdevelopment/']
GL Perry Construction,7,5.0,(408) 287-3779,392332,https://www.houzz.com/trk/aHR0cDovL3d3dy5nbHBlcnJ5LmNvbQ/94ad5cdf899ccbc15abf3a68e0d21f3b/ue/NTA3NTE0OA/0e8564272bbbe6385e322fb7a05f1ba3,"623 Stockton Avenue,CaliforniaUnited States","['http://www.facebook.com/GLPerryConstruction', 'http://www.linkedin.com/company/g-l-perry-construction-inc-']"
Sunbay Construction,7,5.0,(650) 922-3462,939679,https://www.houzz.com/trk/aHR0cDovL3d3dy5zdW5iYXljb25zdHJ1Y3Rpb24uY29t/92196bd6c2a2fe6b4dd0490eeeaeb804/ue/MTkyMzU5/1a91ac0fb12479039d044ec2baf3dabd,,['https://www.facebook.com/Sunbayconstruction']
Kodiak Construction,10,4.6,(925) 228-6936,708098,https://www.houzz.com/trk/aHR0cDovL3d3dy4xa29kaWFrY29uc3RydWN0aW9uLmNvbS8/6b2bddf0b0960845130fafb6718539c6/ue/MjIxNTI3MDU/c237cbbff076627d113a87468a91744e,CaliforniaUnited States,
Rouleau Construction,7,5.0,(408) 242-3933,646199,https://www.houzz.com/trk/aHR0cDovL2phbWllci5jb20/2ed95ddb882f763ce0d9be9eeffaff05/ue/MjgzNTU3Mg/74ec2c8e6afb71e55330786eb8d9e91e,901 Birch AvenueCaliforniaUnited States,"['https://www.linkedin.com/pub/jamie-rouleau/17/17b/17a', 'http://www.jamier.com/']"
Matt Sanford Homes,9,4.8,(415) 706-4168,1075557,https://www.houzz.com/trk/aHR0cDovL3d3dy5tYXR0c2FuZm9yZGhvbWVzLmNvbQ/e91f0f7bd53a934cb62777d4a4797a7a/ue/MjE2OTk5MA/23651fb43fc6eeca827a4366a4cef04c,CaliforniaUnited States,"['http://www.linkedin.com/in/mattsanford', 'http://www.mattsanfordhomes.com/']"
J. Fitzsimmons Building,7,5.0,(510) 516-0903,961441,https://www.houzz.com/trk/aHR0cDovL3d3dy5qZmJ1aWxkc2YuY29t/692f37f30d1cf88b51274410ee53adb9/ue/NTMxNTMzMQ/42d35902f93714ab49eeccd34e64e502,Illinois StreetCaliforniaUnited States,['http://www.facebook.com/JFitzsimmonsBuilding']
"James D. Rogers, Builder",9,5.0,(510) 406-3217,561126,https://www.houzz.com/trk/aHR0cDovL2pkcmJ1aWxkZXIuY29t/18ca346ab44332e4bf1af0582e952bcc/ue/MjM1MjU0NQ/cd46db6df4d98249c1d33048d8269e8e,CaliforniaUnited States,['www.jdrbuilder.com']
Matarozzi Pelsinger Builders,8,5.0,(415) 814-8904,747611,https://www.houzz.com/trk/aHR0cDovL3d3dy5tYXRwZWxidWlsZGVycy5jb20/c0c9816bf2a300b25cc8783454b8181e/ue/MTMwNDgyNQ/5c101a02f7b2df38725147b0d99fcc20,355 11th St #200CaliforniaUnited States,"['http://www.facebook.com/pages/matarozzipelsinger-builders/261810283948', 'https://www.linkedin.com/company/matarozzi-pelsinger-builders', 'http://matpelbuilders.com/']"
iBuild Construction,11,4.6,(650) 285-9960,982373,https://www.houzz.com/trk/aHR0cHM6Ly9pYnVpbGRfY29uc3RydWN0aW9uLmhvdXp6LmNvbQ/77c601407f06b3ddc790c07991a2187f/ue/MTg1MTU1MzI/e5fb8ba3d230192e9999de13a6111345,CaliforniaUnited States,
"Buestad Construction, Inc.",5,5.0,(510) 523-1925,380376,https://www.houzz.com/trk/aHR0cDovL3d3dy5idWVzdGFkLmNvbQ/392ad5b61a9e3b870e367149d888751a/ue/NjA2MjIwMQ/057b0a5f6198a941f4244944eda527bc,2533 Clement AvenueCaliforniaUnited States,['www.buestad.com']
Appetite for Construction Inc.,2,5.0,(415) 609-6965,931912,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuYXBwZXRpdGVmb3Jjb25zdHJ1Y3Rpb24uY29tLw/3bab330bde6ff634b0bead4f1bd1dbdf/ue/NjQ1MjY3NDk/5e1305b5b90acd0fded2bb1a13fd476f,CaliforniaUnited States,"['https://www.facebook.com/Appetite4Construction/', 'https://www.homeadvisor.com/rated.Appetite4Construction.21000677.html', 'https://www.thumbtack.com/ca/san-francisco/bathroom-remodeling/appetite-for-construction-inc/service']"
DRV REMODELING & CONSTRUCTION,1,5.0,(510) 254-1474,1119994,https://www.houzz.com/trk/aHR0cDovL1d3dy5kcnZyZW1vZGVsbGluZ3NlcnZpY2VzLmNvbQ/9401c2bee62dcabb8a7c9108589c9960/ue/NzM2MjE2NDA/e1cff979afb0103d7358007c59aae20a,2401 Stanwell Drive Suite 460-8CaliforniaUnited States,"['https://www.facebook.com/profile.php?id=100076050217758', 'https://www.drvremodellingservices.com']"
Beckner Contracting & Management,9,5.0,(925) 768-8788,679430,https://www.houzz.com/trk/aHR0cHM6Ly9saW5rdHIuZWUvYmVja25lcmNvbnRyYWN0aW5n/f0594c3bbf92d4637badf07b6926100e/ue/NzE0NzEyMw/994b999f927a64a8861443247d6d8af2,CaliforniaUnited States,"['https://www.facebook.com/pages/Beckner-Contracting/108108789237150', 'https://twitter.com/GoBeckner', 'http://www.linkedin.com/pub/craig-beckner/11/557/196', 'www.becknercontracting.com']"
Slater Design and Construction,1,5.0,(408) 205-8835,423502,https://www.houzz.com/trk/aHR0cHM6Ly93d3cubXNsYXRlcmNvbnN0cnVjdGlvbi5jb20v/3c3656e68a534cd49994b80329f67d5b/ue/NDIzOTU2NzE/396797a4cd57c61278e8f16974a217fb,5861 Winfield BlvdCaliforniaUnited States,
Ico Construction Services,7,5.0,(408) 294-4426,968362,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuaWNvc2ouY29tLw/4fa1b85d7804fea1b57382fb38450059/ue/NTMzMDI0Nzk/58aa88ac5e2030e68b44bfdd373b7a31,CaliforniaUnited States,"['https://www.facebook.com/icosj/', 'https://www.instagram.com/IcoSJ/']"
Greenfield Building & Remodeling,9,5.0,(510) 816-4473,629627,https://www.houzz.com/trk/aHR0cDovL3d3dy5ncmVlbmZpZWxkYnVpbGRpbmcuY29t/64751f24757c2d12e2b8030463d4100e/ue/NjY3Njk4Ng/3b67ed571cf1fc4d38b8850c842bab8a,CaliforniaUnited States,
Peters Construction,14,5.0,(510) 326-8117,993709,https://www.houzz.com/trk/aHR0cDovL3d3dy5wZXRlcnNjb25zdHJ1Y3Rpb24udXM/f2de8958ad38eb2f577030377dcbb1b1/ue/MTc4MzM4NzM/41677a3e923af07e991ad81fe636db51,6950 Crow Canyon RoadCaliforniaUnited States,"['https://www.facebook.com/cvpetersconstruction/', 'www.petersconstruction.us']"
John Cusimano Construction,13,5.0,(831) 345-3714,841034,https://www.houzz.com/trk/aHR0cDovL2pvaG5jdXNpbWFub2NvbnN0cnVjdGlvbi5jb20v/3bcd8751e3e712ea5c7b4b8321ed3b28/ue/MTgzNzI0NzQ/1c015776307a423ac0c7500b0f7ec5be,981 Ora wayCaliforniaUnited States,
Art of Construction Inc,12,4.9,(650) 871-6791,798323,https://www.houzz.com/trk/aHR0cDovL2FydG9mY29uc3RydWN0aW9uaW5jLmNvbQ/ac4be65dffffabe61ed3debe2dd50bf7/ue/NDY4NDE4/a630fadc14090c9530dfaecf7fa63b47,400 Forbes BlvdCaliforniaUnited States,
Kip's Kustom Homes,10,5.0,(408) 358-8167,451958,https://www.houzz.com/trk/aHR0cDovL3d3dy5raXBza3VzdG9taG9tZXMuY29t/fae68ea30bb48d9e3a877bbbf2dd63b7/ue/NzIxOTY2NQ/44d870d4b32b8fa9ea7087cf2bcc36e1,PO Box 320851CaliforniaUnited States,
Romero Construction Inc.,13,5.0,(650) 206-4511,839655,https://www.houzz.com/trk/aHR0cDovL3d3dy5yb21lcm9jb25zdHJ1Y3Rpb24uY29t/ce2f7b3bfc1f235d122ba316d641ebe3/ue/OTUxMTk0OA/df931e9c11976288f9ce32ee9aeb91cc,2995 Woodside Rd Suite 400CaliforniaUnited States,
Modern Craft Construction Inc.,10,5.0,(415) 515-1874,984971,https://www.houzz.com/trk/aHR0cDovL21vZGVybmNyYWZ0Y29uc3RydWN0aW9uLmNvbQ/c7011816114788bdb23623c735cc4890/ue/ODEzMjE0MQ/3a47d6754673b23433abe33aec4decea,P.O. Box 22025CaliforniaUnited States,"['http://www.facebook.com/ModernCraftConstruction', 'www.moderncraftconstruction.com']"
Eagle Peak Builders,12,5.0,(925) 838-3884,615423,https://www.houzz.com/trk/aHR0cDovL3d3dy5lYWdsZXBlYWtidWlsZGVycy5jb20/1dd9e85fb1494cb365593353069f028d/ue/MTU0NzIyNjg/c995e2128f3b4302bed1160d41dee90d,PO Box 2108CaliforniaUnited States,"['www.facebook.com/EaglePeakBuilders', 'www.eaglepeakbuilders.com']"
"BuildMark, Inc.",13,5.0,(510) 484-5765,944090,https://www.houzz.com/trk/aHR0cDovL3d3dy5idWlsZG1hcmtpbmMuY29t/ef83a45619e1972eeae358a946b6c69f/ue/NjQ4Mzk5MTY/35240088e67dd989756b6b9dc3112bd5,,
Innovation Construction Inc,2,4.5,(510) 988-1081,996482,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuaW5ub3ZhdGlvbmNvbnN0cnVjdGlvbi5uZXQ/64423b1da35d40bdf34e9beb84bf2cb8/ue/NzA0MzA1NzQ/ae30de0a6d8f837a4a8e78e3a0fa7926,462 Hester StreetCaliforniaUnited States,['https://www.innovationconstruction.net/']
Stylit USA Inc.,6,5.0,(669) 208-5151,1033964,https://www.houzz.com/trk/aHR0cDovL3d3dy5zdHlsaXR1c2EuY29t/6cf4410900eb64ed6d63f5c80aa5fe73/ue/NDg2MzQxMzc/aef2f7ffd33b4b120f5402031b6decfd,CaliforniaUnited States,['https://www.facebook.com/Stylitusa/']
Momentum Construction,9,5.0,(818) 599-9194,1028128,https://www.houzz.com/trk/aHR0cDovL21vbWVudHVtY29uc3RydWN0aW9uaW5jLmNvbS8/fe17c5a7081ca0c73e95d7ee29a83cc5/ue/NDYzMjQzNzE/d438dbc60909af44802436d4a1e0ef07,37053 Cherry St. 206CaliforniaUnited States,
Art Builders Inc.,2,5.0,(818) 428-8543,1006001,https://www.houzz.com/trk/aHR0cHM6Ly9hcnRidWlsZGVyc2luYy1jYS5jb20/1a582dfb1399c21dec36c8a568505860/ue/Njg4MDc3OTU/3b1f8eaa499d99efb46023b59d8d1a5c,,['https://www.facebook.com/artbuildersinc']
BWB Builders Inc.,6,5.0,(408) 287-4886,1005702,https://www.houzz.com/trk/aHR0cDovL3d3dy5ibndidWlsZC5jb20/76141b784e3702b36652eff2b5c8033c/ue/MzM2MDM3NDI/af32e76104f59127ee028e41dea8558c,CaliforniaUnited States,
Devlin McNally Construction,10,5.0,(415) 503-1718,896044,https://www.houzz.com/trk/aHR0cDovL3d3dy5kbWNpbmNvcnBvcmF0ZWQuY29tLw/00709c654a7ca66d7f1dcef2e1596ba7/ue/NDA5MDgw/fc3ce64921c8b6e9447fd80c8d8e164c,3150 18th St. #401CaliforniaUnited States,
"Gil Montarbo GBC, Inc.",10,4.9,(408) 499-5252,404806,https://www.houzz.com/trk/aHR0cDovL3d3dy5naWxtb250YXJiby5jb20/6a7cfc2c9e622cba581061001e2ed831/ue/Mjc1OTM0OTM/137563370d69db42e508b7bc452ff7a4,CaliforniaUnited States,"['https://www.facebook.com/gilmontarbogbcinc/', 'https://twitter.com/gilmontarbo', 'https://www.linkedin.com/company/gil-montarbo-gbc-inc?trk=biz-companies-cym']"
US Creative Builders,7,5.0,(408) 382-9550,1025687,https://www.houzz.com/trk/aHR0cDovL3VzY2J1aWxkZXJzLmNvbQ/4e2995d52414457b2a60e9dc726e3a4f/ue/NDk4Njg4MjM/fcee1148b42462c74cb5630fbc7097b9,CaliforniaUnited States,
Christopher Gate Construction,11,5.0,(415) 608-3015,840805,https://www.houzz.com/trk/aHR0cDovL3d3dy5jaHJpc2dhdGVjb25zdHJ1Y3Rpb24uY29t/3fad7a6c1edc1b8a3a46561f174a3b64/ue/Mzg5Njk3MA/f95b01c564e5283d70330b109b085d76,PO Box 225232CaliforniaUnited States,
HIGH TECH CONSTRUCTION,13,4.7,(408) 458-6565,810056,https://www.houzz.com/trk/aHR0cDovL2h0LWNvbnN0cnVjdGlvbi5jb20/b8ce366112db0b416d539e2a28531fd5/ue/MjI5MDY3NjU/978c8a56cb649cce990834902c86c8db,P O Box  1126CaliforniaUnited States,
Posh Builder,8,5.0,(408) 836-1841,1048063,https://www.houzz.com/trk/aHR0cDovL3Bvc2hidWlsZGVyLm5ldA/fe102180a8ea248eda409eece3d61546/ue/MjA4NjQ4MDA/7e59a5dd7099f57ccf5f75564a850dc9,,
AK Construction Enterprises Inc.,5,5.0,(408) 332-0602,850864,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuYWtjb25zdHJ1Y3Rpb25lbnQuY29tLw/86ea0f331ea98d877524eec3d7121003/ue/MzI0ODU4NjE/b47af0321e882040022ffc2950708355,,"['https://www.facebook.com/AKConstructionEnt/', 'https://www.linkedin.com/company/ak-construction/', 'https://www.akconstructionent.com/']"
Perez Construction,10,5.0,(415) 887-2204,1024474,https://www.houzz.com/trk/aHR0cHM6Ly9wZXJlemNvbnN0cnVjdGlvbi5jb20v/50f68f40ee1227f6b526b833630e4471/ue/Njk5ODMyNzk/3b15be7e19c9bc82bc7677296db6b42a,,"['https://www.facebook.com/perezconstructionsf', 'https://www.linkedin.com/company/perezconstructionsf/', 'https://perezconstructionsf.com/']"
Olde World Mill & Cabinet,12,4.9,(925) 372-0800,974704,https://www.houzz.com/trk/aHR0cDovL3d3dy5vbGRld29ybGRjYWJpbmV0cy5jb20v/ef30b4df657a04050984caa548921319/ue/MTI1NDk1NA/1e1f715e4ea6287d495deb549e34f883,980 Howe RdCaliforniaUnited States,"['https://www.facebook.com/pages/Olde-World-Mill-Cabinet/139661146072274', 'www.oldeworldcabinets.com']"
Feldman Construction,7,5.0,(650) 888-5781,1090391,https://www.houzz.com/trk/aHR0cDovL0ZlbGRtYW4uQ29uc3RydWN0aW9u/f27c0c356be74b3e9563eefd5c9c37fc/ue/NzUxOTE0OTI/ad69bd8f0b9b0f7a0db497ead2144bd9,3392 George Town PlCaliforniaUnited States,
"Geoff Okarma Construction, Inc.",10,5.0,(650) 862-8061,798689,https://www.houzz.com/trk/aHR0cDovL3d3dy5nZW9mZm9rYXJtYWJ1aWxkcy5jb20/dab27c670470b9a55c10de8f5b8a4743/ue/NzMwMDY0OA/9041befa6c6069b1d07c123c9589be15,5020 Alpine RoadCaliforniaUnited States,"['https://www.facebook.com/GeoffOkarmaConstruction', 'https://twitter.com/GeoffOkarma', 'http://www.linkedin.com/in/geoffokarma']"
E L S Home Builders Inc.,9,5.0,(408) 916-6196,1017251,https://www.houzz.com/trk/aHR0cDovL2Vsc2hvbWVidWlsZGVycy5jb20/dc9808d9c4a79713fbe56e557009bae4/ue/MzQ4NzE2MjI/d80eb03e73c805a43a84140e1afcce9c,2043 Annerly CtCaliforniaUnited States,"['https://www.facebook.com/elshomebuilders/', 'elshomebuilders.com']"
Reliable Home Builders,8,5.0,(408) 854-4357,1038474,https://www.houzz.com/trk/aHR0cHM6Ly9yZWxpYWJsZWhvbWVidWlsZGVyc2luYy5jb20/1503600930adc02f3d7f3aa4a46150ea/ue/NTIxOTY1MA/33878e6bed8137c4cd234e1c3060a7df,440 Queens LnCaliforniaUnited States,
GemBuilt Construction & Remodeling,11,5.0,(650) 666-4585,1075082,https://www.houzz.com/trk/aHR0cHM6Ly93d3cuZ2VtYnVpbHQuY29tLw/583e875baacbe2c16e39b57130312595/ue/NTk3NDM5Mzk/e65023775eb4464e0bdf6bf7cbeac357,2625 Middlefield RoadCaliforniaUnited States,['https://www.facebook.com/GemBuilt']
Kasten Builders,9,5.0,(415) 897-4500,362773,https://www.houzz.com/trk/aHR0cDovL2thc3RlbmJ1aWxkZXJzLmNvbQ/acb58b4fcefff82cd95764c7b96edefc/ue/NTA4MDIz/e0d6d9c1df6a71b4d07061756a468c6f,3419 Regatta Blvd.CaliforniaUnited States,"['https://www.facebook.com/kastenbuilders', 'http://www.houzz.com/ideabooks/32556098/list/room-of-the-day-a-new-art-studio-paints-a-perfect-pictu']"
CaliBuilder,6,5.0,(408) 832-2337,999089,https://www.houzz.com/trk/aHR0cHM6Ly9jYWxpYnVpbGRlci5jb20/ac0d636d98f5e57cdbfeda0980a3b0f5/ue/NDgwODI4Njk/cd163390f6e3a9fef9dae7c217bf0db2,,
Craig L Bauman Construction,9,5.0,(408) 489-9376,317398,https://www.houzz.com/trk/aHR0cDovL2NyYWlnYmF1bWFuLmNvbQ/d7d714f7fa530bddd699e1b71cf17bbe/ue/MzAzNjY0NQ/62faf323f5367b0585985ce5ec8bcc4f,,
"Rehder Construction, Inc.",8,5.0,(408) 364-1853,791028,https://www.houzz.com/trk/aHR0cDovL3d3dy5yZWhkZXJjb24uY29t/443173298e84b741d6c8dc4e89706c2d/ue/Mjc5MTYwOA/7516d2a41d4a3429cc718040acfa1fff,211 East Hacienda AvenueCaliforniaUnited States,
Renovate Max Inc.,10,4.7,(408) 781-4540,953927,https://www.houzz.com/trk/aHR0cDovL3d3dy5yZW5vdmF0ZW1heC5jb20/4a7fec868c6fc128025d683e1da63124/ue/NTIyNTgwOA/11e72a098b5525734fa9f0336b016d32,18561 McFarland Ave.CaliforniaUnited States,
Home Healing Renovations,5,5.0,(510) 558-4035,935206,https://www.houzz.com/trk/aHR0cDovL3d3dy5ob21laGVhbGluZ3Jlbm92YXRpb25zLmNvbQ/7db86aa86f0a0298fc5d1d88f4d48094/ue/MjMwNDc3NTM/d19df4c13e458f99a4fac94d3f633fb7,CaliforniaUnited States,
HINKLE CONSTRUCTION,8,5.0,(408) 286-0591,715260,https://www.houzz.com/trk/aHR0cDovL3d3dy5oaW5rbGUtY29uc3RydWN0aW9uLmNvbS9pbmRleC5odG1s/625e922ff2fff6cdccfeb033c8eab591/ue/MjcxNzA0MjU/bc69bf19ce11e2bb6d0011f25440dffd,585 Macarthur aveCaliforniaUnited States,
DP Construction,1,5.0,(408) 771-8220,1110093,https://www.houzz.com/trk/aHR0cHM6Ly9kcGNvbnN0cnVjdGlvbi5jb20/59488762446456834f0bede3c1968341/ue/Nzg5MzkyODU/7b9ec9041245f909c961b60ec4ff045d,1052 S 6th StCaliforniaUnited States,
BuildingCa,12,5.0,(925) 414-0909,1032991,https://www.houzz.com/trk/aHR0cDovL0J1aWxkaW5nQ2EuY29t/365c21424f2e78fc0f208710d8c82229/ue/NDAxMTQ0OTY/703ae911df8e08fd0371bbd047bd982c,,"['https://www.facebook.com/Buildingca', 'www.buildingca.com']"
Heartwood Residential,20,5.0,(408) 353-2019,978540,https://www.houzz.com/trk/aHR0cHM6Ly9oZWFydHdvb2RyZXNpZGVudGlhbC5jb20/bd8c95640ff3a0a590f61b1487a81592/ue/MTgyMjEwMjk/442d0572e93d9ba4276817b991767e69,CaliforniaUnited States,"['www.facebook.com/heartwoodresidential', 'www.instagram.com/heartwoodresidential', 'http://www.heartwoodresidential.com/testimonials']"
Casa Utopia Builders,8,5.0,(408) 457-8484,1091633,https://www.houzz.com/trk/aHR0cDovL3d3dy5jYXNhdXRvcGlhLmNvbQ/b42229d68e04d36fcef7be2409f1600b/ue/NzUxMzU0NTA/38f47a2aa6deb6f066588a9593d1b93f,1600 West Campbell Avenue Suite 102CaliforniaUnited States,
Palo Alto Construction Management,1,5.0,(650) 485-3830,1084397,https://www.houzz.com/trk/aHR0cHM6Ly93d3cucGFjbS5uZXQv/1d22eca31400e073c2b97eb2bdc33f98/ue/NzgyNTkxNzU/2871745dfcd9760fda91d3e36f782c60,722 Marion AvenueCaliforniaUnited States,['pacm.net']
